userName,roomName,category,fans,roomUrl
阿不思密达,CMUTV-3(ChinaMUJJTelevision-3),主机游戏,8,http://www.douyu.com/1130
is_k15,暗黑血统-一个能打的都没有,怀旧游戏,199,http://www.douyu.com/1144
任剑谁,这是多么不平衡的一个游戏,王者荣耀,5,http://www.douyu.com/1146
玄晶陨铁,【苏】25挑战1-8，BGM请无视,剑网3,62,http://www.douyu.com/1157
SilenceSoul,今晚GTS测试噗！,主机游戏,112,http://www.douyu.com/1160
神之法师,奈何，奈何，奈何。,魔兽争霸,274,http://www.douyu.com/1180
bennyzero,贼肉蜀黍csgo,CS:GO,69,http://www.douyu.com/1186
tsukasalol,TT的直播间~,绝地求生,128344,http://www.douyu.com/1188
別庝我,別庝我的直播间,视听点评,134,http://www.douyu.com/1192
黄过儿,Q舅舅和图别林,主机游戏,36,http://www.douyu.com/1195
蓬莱妻,蓬莱:状态不好,CS:GO,34,http://www.douyu.com/1220
kappaboy,双休!玩哈youtd,音乐游戏,4,http://www.douyu.com/1225
盯盯,Sora的直播间,音乐游戏,39,http://www.douyu.com/1228
嗨氏,【嗨氏】新赛季要来喽,王者荣耀,2393340,http://www.douyu.com/1229
暗口崩子,我女朋友超可爱的,主机游戏,37,http://www.douyu.com/1237
近江卡农,林BOBO后援团,守望先锋,6,http://www.douyu.com/1242
矮小跳,划划水划划水划划水,单机手游,21,http://www.douyu.com/1247
息生,YGGECO 长草期,二次元,4,http://www.douyu.com/1255
清水易寒,旅行到宇宙边缘（国家地理/探索频道）,科普,43,http://www.douyu.com/1256
07QB07QB,萌新的天梯之旅,二次元手游,3,http://www.douyu.com/1263
夜猫黑总,【夜猫黑总】今天国服天梯排位,CS:GO,3215,http://www.douyu.com/1264
某某看客,菜鸡加手残的摸鱼日常,主机游戏,37,http://www.douyu.com/1274
einegnop,einegnop,热门网游,1,http://www.douyu.com/1275
小坚强,萨墓 奶萨视角,魔兽世界,133,http://www.douyu.com/1278
雨sama,我是个喳喳.....,格斗游戏,1009,http://www.douyu.com/1279
samaelxl,PS4&lt;3on3 街头篮球&gt;,篮球游戏,29,http://www.douyu.com/1286
被吐槽的ct,随时蓝屏……,主机游戏,913,http://www.douyu.com/1294
hlsshlss,孙二狗,主机游戏,4,http://www.douyu.com/1295
renzizheng,听说只有直播才出太古。,暗黑破坏神3,94,http://www.douyu.com/1300
苹果咬咬,苹果乱播间,主机游戏,7,http://www.douyu.com/1302
kololo1013,冲一波低保.,炉石传说,11,http://www.douyu.com/1304
僵尸妹妹,心魔2❤梦魇开荒,主机游戏,31059,http://www.douyu.com/1311
居家战斗熊,熊孩子的玩具室,主机游戏,52,http://www.douyu.com/1324
i11usion,斩杀音乐家,炉石传说,12,http://www.douyu.com/1326
Galiwdo,【Galiwdo】随意玩玩,主机游戏,76,http://www.douyu.com/1327
wanner,最无聊的毫无目的的播,主机游戏,28,http://www.douyu.com/1339
npc763,大葱小黄瓜君的哲学教室,主机游戏,3,http://www.douyu.com/1348
saraba1st,撸猫一周间：绝育后的公公黑球,二次元,3290,http://www.douyu.com/1355
烂莴笋叶子,ps4 落命之王 60帧,主机游戏,1443,http://www.douyu.com/1370
诞玩,[Dayone]鲁弗兰的迷宫 直播中,主机游戏,13178,http://www.douyu.com/1376
valkyriefan,P4U2 娱乐直播,格斗游戏,52,http://www.douyu.com/1380
邪恶の团子,有声小说录制，主播嘴老瓢~,CS:GO,400,http://www.douyu.com/1386
axcrrrul,随缘直播的主播出现了,穿越火线,1401,http://www.douyu.com/1415
explosive,Splatoon2 双枪单排又开始了！,主机游戏,44,http://www.douyu.com/1417
桥本奈奈未,AC制药，十年见效，AcFun弹幕视频网年会,二次元,409,http://www.douyu.com/1421
千本纸袋子,【千本】千本的小号死在白银鱼塘里,英雄联盟,134,http://www.douyu.com/1436
贰不二,手游 冒险捣僵尸,,33,http://www.douyu.com/1447
花事荼蘼,"进度:战E0,先摸一波鱼",二次元手游,131,http://www.douyu.com/1453
F0ur小四,节奏大爆炸!Let&#039;s Bang!,主机游戏,293,http://www.douyu.com/1460
zakkl,你们都不记得我了QAQ,使命召唤OL,49,http://www.douyu.com/1467
Star皮皮鱼,【皮皮鱼】不要怂，要冷静。,绝地求生,639,http://www.douyu.com/1471
e13phant,随便播播好了，希望有人看啊,风暴英雄,26,http://www.douyu.com/1489
恋舞,欧洲人的随机之魂1,怀旧游戏,975,http://www.douyu.com/1496
句号男,无聊就随便玩点单机游戏,怀旧游戏,26,http://www.douyu.com/1520
愤怒的可乐君,瞎玩什么都玩,主机游戏,10,http://www.douyu.com/1521
2P神棍早苗,试玩新地图 - 艾兴瓦尔德,魔兽世界,59,http://www.douyu.com/1539
神绮,1542的直播间,魔兽世界,19,http://www.douyu.com/1542
蒙茶茶,您的图力余额不足，请及及时充值,,74,http://www.douyu.com/1545
1026_zhang,压力测试准备,,3,http://www.douyu.com/1546
糸色望Ｌsama,"今天steam免费领取的游戏,好好玩",热门网游,51,http://www.douyu.com/1547
トラトラ,这一生绝对想要放进购物车里的东西,,2625,http://www.douyu.com/1548
zerojt,孤军奋战排位中,英魂之刃,257,http://www.douyu.com/1550
嘻哈机长,DeathRun Deathrun,使命召唤OL,18,http://www.douyu.com/1552
Bakaaaaaa,传说中的进路,,911,http://www.douyu.com/1561
刁民37子,一千年后见,二次元手游,29551,http://www.douyu.com/1568
